symbol,date,sentiment
CCL,2025-11-20,-0.4767
CCL,2025-11-25,0.2023
CCL,2025-11-26,0.6908
CCL,2025-11-28,-0.3612
CDIO,2025-01-16,0.765
CDNS,2025-12-22,0.6369
CELH,2025-02-11,0.45133333333333336
CELH,2025-04-29,0.9877
CELH,2025-05-20,-0.3612
CELH,2025-05-27,0.296
CELH,2025-10-31,0.45845
CELH,2025-12-22,-0.2732
CELH,2025-12-29,0.2023
CF,2025-01-24,0.7512
CHEESE.X,2025-04-12,0.2023
CHTR,2025-01-30,0.0
CLPS,2025-01-06,0.4404
CLSK,2025-05-29,-0.079
CL_F,2025-07-02,0.4522
COF,2025-08-20,0.9468
COIN,2025-01-20,0.6369
COIN,2025-02-28,0.0
COIN,2025-05-27,0.7783
COIN,2025-06-18,-0.32845
COIN,2025-07-30,0.4215
COIN,2025-07-31,0.7506
COIN,2025-08-04,0.937
COIN,2025-08-06,0.4767
COIN,2025-10-24,0.9432
COIN,2025-11-13,0.0
COIN,2025-11-26,0.3612
COIN,2025-12-02,0.7269
COIN,2025-12-18,-0.743
COKE,2025-04-21,0.9038
COMP,2025-08-20,0.8282
COP,2025-01-05,0.0258
COP,2025-03-02,-0.4767
COP,2025-04-14,0.4404
COP,2025-04-17,0.0
COP,2025-06-23,0.41915
COP,2025-09-12,-0.1779
COP,2025-09-19,0.0
COP,2025-09-24,-0.0516
COP,2025-09-30,0.0
COP,2025-11-26,0.21469999999999997
COP,2025-12-17,0.25
CORT,2025-12-31,0.4939
COST,2025-01-31,0.0
COST,2025-04-07,0.8271
COST,2025-11-27,0.0
COST,2025-12-25,0.2686
CRCL,2025-11-12,0.1027
CRM,2025-02-25,0.0
CRM,2025-05-26,0.0
CRSR,2025-05-29,0.1779
CRWD,2025-08-27,0.3612
CRWD,2025-12-29,0.4939
CRWD,2025-12-31,0.9486
CRWL,2025-08-27,0.775
CRWV,2025-05-23,0.0
CRWV,2025-05-25,-0.0754
CRWV,2025-05-26,0.3818
CRWV,2025-08-27,0.0
CRWV,2025-08-29,0.6747000000000001
CRWV,2025-09-30,0.0
CRWV,2025-11-20,-0.0366
CRWV,2025-12-20,0.5667
CVE,2025-01-05,0.7783
CVE,2025-02-23,0.8555
CVE,2025-04-06,0.8555
CVE,2025-04-13,0.8555
CVE,2025-07-20,0.8555
CVE,2025-07-27,0.8555
CVE,2025-08-03,0.8555
CVE,2025-11-09,0.8555
CVE,2025-11-30,0.8555
CVNA,2025-01-13,-0.8074
CVNA,2025-02-06,-0.2732
CVNA,2025-02-09,-0.4939
CVNA,2025-11-21,0.0
CVNA,2025-11-24,-0.6705
CVNA,2025-11-29,0.0
CVNA,2025-12-23,0.5106
CVS,2025-10-12,0.9267
